ID,GPLNumber,ComparisonVector,RawColumnNames,FCColumnNames,Title,Year,Profiling Resource,Tissue,Disease,Species,Donor count,Website,DataType,Technology,DownloadMetaData,DownloadRawData,GEO2R,RunInfoFile,Description,Resources
GSE205645,GPL23126,0000000111111XXXXXXXXXXXXXXXXXXXXXXX,GSE205645_Liver_GSM6215924;GSE205645_Liver_GSM6215925;GSE205645_Liver_GSM6215926;GSE205645_Liver_GSM6215927;GSE205645_Liver_GSM6215928;GSE205645_Liver_GSM6215929;GSE205645_Liver_GSM6215930;GSE205645_Liver_GSM6215931;GSE205645_Liver_GSM6215932;GSE205645_Liver_GSM6215933;GSE205645_Liver_GSM6215934;GSE205645_Liver_GSM6215935;GSE205645_Liver_GSM6215936;GSE205645_Liver_GSM6215937;GSE205645_Liver_GSM6215938;GSE205645_Liver_GSM6215939;GSE205645_Liver_GSM6215940;GSE205645_Liver_GSM6215941;GSE205645_Liver_GSM6215942;GSE205645_Liver_GSM6215943;GSE205645_Liver_GSM6215944;GSE205645_Liver_GSM6215945;GSE205645_Liver_GSM6215946;GSE205645_Liver_GSM6215947;GSE205645_Liver_GSM6215948;GSE205645_Liver_GSM6215949;GSE205645_Liver_GSM6215950;GSE205645_Liver_GSM6215951;GSE205645_Liver_GSM6215952;GSE205645_Liver_GSM6215953;GSE205645_Liver_GSM6215954;GSE205645_Liver_GSM6215955;GSE205645_Liver_GSM6215956;GSE205645_Liver_GSM6215957;GSE205645_Liver_GSM6215958;GSE205645_Liver_GSM6215959,"NASH-Ctrl_logFC,NASH-Ctrl_Pvalue,NASH-Ctrl_AdjPValue",,2022,Affymetrix Human Clariom D Assay,Kidney,NASH,Human,36,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205645,BulkExpressionProfile,Array,TRUE,TRUE,TRUE,NA,,
GSE205645,GPL23126,0000000XXXXXX11111XXXXXXXXXXXXXXXXXX,GSE205645_Liver_GSM6215924;GSE205645_Liver_GSM6215925;GSE205645_Liver_GSM6215926;GSE205645_Liver_GSM6215927;GSE205645_Liver_GSM6215928;GSE205645_Liver_GSM6215929;GSE205645_Liver_GSM6215930;GSE205645_Liver_GSM6215931;GSE205645_Liver_GSM6215932;GSE205645_Liver_GSM6215933;GSE205645_Liver_GSM6215934;GSE205645_Liver_GSM6215935;GSE205645_Liver_GSM6215936;GSE205645_Liver_GSM6215937;GSE205645_Liver_GSM6215938;GSE205645_Liver_GSM6215939;GSE205645_Liver_GSM6215940;GSE205645_Liver_GSM6215941;GSE205645_Liver_GSM6215942;GSE205645_Liver_GSM6215943;GSE205645_Liver_GSM6215944;GSE205645_Liver_GSM6215945;GSE205645_Liver_GSM6215946;GSE205645_Liver_GSM6215947;GSE205645_Liver_GSM6215948;GSE205645_Liver_GSM6215949;GSE205645_Liver_GSM6215950;GSE205645_Liver_GSM6215951;GSE205645_Liver_GSM6215952;GSE205645_Liver_GSM6215953;GSE205645_Liver_GSM6215954;GSE205645_Liver_GSM6215955;GSE205645_Liver_GSM6215956;GSE205645_Liver_GSM6215957;GSE205645_Liver_GSM6215958;GSE205645_Liver_GSM6215959,"NAFLD-Ctrl_logFC,NAFLD-Ctrl_Pvalue,NAFLD-Ctrl_AdjPValue",,2022,Affymetrix Human Clariom D Assay,Kidney,NASH,Human,36,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205645,BulkExpressionProfile,Array,FALSE,FALSE,TRUE,NA,,
GSE96971,GPL14951,",000000000111111111",GSE96971_Liver_GSM2547018;GSE96971_Liver_GSM2547019;GSE96971_Liver_GSM2547020;GSE96971_Liver_GSM2547021;GSE96971_Liver_GSM2547022;GSE96971_Liver_GSM2547023;GSE96971_Liver_GSM2547024;GSE96971_Liver_GSM2547025;GSE96971_Liver_GSM2547026;GSE96971_Liver_GSM2547027;GSE96971_Liver_GSM2547028;GSE96971_Liver_GSM2547029;GSE96971_Liver_GSM2547030;GSE96971_Liver_GSM2547031;GSE96971_Liver_GSM2547032;GSE96971_Liver_GSM2547033;GSE96971_Liver_GSM2547034;GSE96971_Liver_GSM2547035,"n3PUFA-Baseline_logFC,n3PUFA-Baseline_Pvalue,n3PUFA-Baseline_AdjPValue",,2019,Illumina HumanHT-12 WG-DASL V4.0 R2 expression beadchip,Liver,NASH,Human,18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE96971,BulkExpressionProfile,Array,TRUE,TRUE,TRUE,NA,,
GSE83452,GPL16686,"XXXX11XXX1X1XX01XX0XXX1XXX01XX10XX1XXXXXXX11XX101X,1XXX1XXXXXXXXX110XX1XX1XXXX11XXXXXX1XX10XX1XXX1XXX,XXXXXXX1XX1XXXXXXXXX1X1X1XXX1XXXXXXXXX1XX1XXXXXXXX,XXX1XXX0XX1XXXXX0XXXXX0X10X1XX0XX11X1XX01X11XX1XXX,XXXX1X1X1XXX11XXXXXXXX11XXXXX1X",GSE83452_LIVER_GSM2203254;GSE83452_LIVER_GSM2203255;GSE83452_LIVER_GSM2203256;GSE83452_LIVER_GSM2203257;GSE83452_LIVER_GSM2203258;GSE83452_LIVER_GSM2203259;GSE83452_LIVER_GSM2203260;GSE83452_LIVER_GSM2203261;GSE83452_LIVER_GSM2203262;GSE83452_LIVER_GSM2203263;GSE83452_LIVER_GSM2203264;GSE83452_LIVER_GSM2203265;GSE83452_LIVER_GSM2203266;GSE83452_LIVER_GSM2203267;GSE83452_LIVER_GSM2203268;GSE83452_LIVER_GSM2203269;GSE83452_LIVER_GSM2203270;GSE83452_LIVER_GSM2203271;GSE83452_LIVER_GSM2203272;GSE83452_LIVER_GSM2203273;GSE83452_LIVER_GSM2203274;GSE83452_LIVER_GSM2203275;GSE83452_LIVER_GSM2203276;GSE83452_LIVER_GSM2203277;GSE83452_LIVER_GSM2203278;GSE83452_LIVER_GSM2203279;GSE83452_LIVER_GSM2203280;GSE83452_LIVER_GSM2203281;GSE83452_LIVER_GSM2203282;GSE83452_LIVER_GSM2203283;GSE83452_LIVER_GSM2203284;GSE83452_LIVER_GSM2203285;GSE83452_LIVER_GSM2203286;GSE83452_LIVER_GSM2203287;GSE83452_LIVER_GSM2203288;GSE83452_LIVER_GSM2203289;GSE83452_LIVER_GSM2203290;GSE83452_LIVER_GSM2203291;GSE83452_LIVER_GSM2203292;GSE83452_LIVER_GSM2203293;GSE83452_LIVER_GSM2203294;GSE83452_LIVER_GSM2203295;GSE83452_LIVER_GSM2203296;GSE83452_LIVER_GSM2203297;GSE83452_LIVER_GSM2203298;GSE83452_LIVER_GSM2203299;GSE83452_LIVER_GSM2203300;GSE83452_LIVER_GSM2203301;GSE83452_LIVER_GSM2203302;GSE83452_LIVER_GSM2203303;GSE83452_LIVER_GSM2203304;GSE83452_LIVER_GSM2203305;GSE83452_LIVER_GSM2203306;GSE83452_LIVER_GSM2203307;GSE83452_LIVER_GSM2203308;GSE83452_LIVER_GSM2203309;GSE83452_LIVER_GSM2203310;GSE83452_LIVER_GSM2203311;GSE83452_LIVER_GSM2203312;GSE83452_LIVER_GSM2203313;GSE83452_LIVER_GSM2203314;GSE83452_LIVER_GSM2203315;GSE83452_LIVER_GSM2203316;GSE83452_LIVER_GSM2203317;GSE83452_LIVER_GSM2203318;GSE83452_LIVER_GSM2203319;GSE83452_LIVER_GSM2203320;GSE83452_LIVER_GSM2203321;GSE83452_LIVER_GSM2203322;GSE83452_LIVER_GSM2203323;GSE83452_LIVER_GSM2203324;GSE83452_LIVER_GSM2203325;GSE83452_LIVER_GSM2203326;GSE83452_LIVER_GSM2203327;GSE83452_LIVER_GSM2203328;GSE83452_LIVER_GSM2203329;GSE83452_LIVER_GSM2203330;GSE83452_LIVER_GSM2203331;GSE83452_LIVER_GSM2203332;GSE83452_LIVER_GSM2203333;GSE83452_LIVER_GSM2203334;GSE83452_LIVER_GSM2203335;GSE83452_LIVER_GSM2203336;GSE83452_LIVER_GSM2203337;GSE83452_LIVER_GSM2203338;GSE83452_LIVER_GSM2203339;GSE83452_LIVER_GSM2203340;GSE83452_LIVER_GSM2203341;GSE83452_LIVER_GSM2203342;GSE83452_LIVER_GSM2203343;GSE83452_LIVER_GSM2203344;GSE83452_LIVER_GSM2203345;GSE83452_LIVER_GSM2203346;GSE83452_LIVER_GSM2203347;GSE83452_LIVER_GSM2203348;GSE83452_LIVER_GSM2203349;GSE83452_LIVER_GSM2203350;GSE83452_LIVER_GSM2203351;GSE83452_LIVER_GSM2203352;GSE83452_LIVER_GSM2203353;GSE83452_LIVER_GSM2203354;GSE83452_LIVER_GSM2203355;GSE83452_LIVER_GSM2203356;GSE83452_LIVER_GSM2203357;GSE83452_LIVER_GSM2203358;GSE83452_LIVER_GSM2203359;GSE83452_LIVER_GSM2203360;GSE83452_LIVER_GSM2203361;GSE83452_LIVER_GSM2203362;GSE83452_LIVER_GSM2203363;GSE83452_LIVER_GSM2203364;GSE83452_LIVER_GSM2203365;GSE83452_LIVER_GSM2203366;GSE83452_LIVER_GSM2203367;GSE83452_LIVER_GSM2203368;GSE83452_LIVER_GSM2203369;GSE83452_LIVER_GSM2203370;GSE83452_LIVER_GSM2203371;GSE83452_LIVER_GSM2203372;GSE83452_LIVER_GSM2203373;GSE83452_LIVER_GSM2203374;GSE83452_LIVER_GSM2203375;GSE83452_LIVER_GSM2203376;GSE83452_LIVER_GSM2203377;GSE83452_LIVER_GSM2203378;GSE83452_LIVER_GSM2203379;GSE83452_LIVER_GSM2203380;GSE83452_LIVER_GSM2203381;GSE83452_LIVER_GSM2203382;GSE83452_LIVER_GSM2203383;GSE83452_LIVER_GSM2203384;GSE83452_LIVER_GSM2203385;GSE83452_LIVER_GSM2203386;GSE83452_LIVER_GSM2203387;GSE83452_LIVER_GSM2203388;GSE83452_LIVER_GSM2203389;GSE83452_LIVER_GSM2203390;GSE83452_LIVER_GSM2203391;GSE83452_LIVER_GSM2203392;GSE83452_LIVER_GSM2203393;GSE83452_LIVER_GSM2203394;GSE83452_LIVER_GSM2203395;GSE83452_LIVER_GSM2203396;GSE83452_LIVER_GSM2203397;GSE83452_LIVER_GSM2203398;GSE83452_LIVER_GSM2203399;GSE83452_LIVER_GSM2203400;GSE83452_LIVER_GSM2203401;GSE83452_LIVER_GSM2203402;GSE83452_LIVER_GSM2203403;GSE83452_LIVER_GSM2203404;GSE83452_LIVER_GSM2203405;GSE83452_LIVER_GSM2203406;GSE83452_LIVER_GSM2203407;GSE83452_LIVER_GSM2203408;GSE83452_LIVER_GSM2203409;GSE83452_LIVER_GSM2203410;GSE83452_LIVER_GSM2203411;GSE83452_LIVER_GSM2203412;GSE83452_LIVER_GSM2203413;GSE83452_LIVER_GSM2203414;GSE83452_LIVER_GSM2203415;GSE83452_LIVER_GSM2203416;GSE83452_LIVER_GSM2203417;GSE83452_LIVER_GSM2203418;GSE83452_LIVER_GSM2203419;GSE83452_LIVER_GSM2203420;GSE83452_LIVER_GSM2203421;GSE83452_LIVER_GSM2203422;GSE83452_LIVER_GSM2203423;GSE83452_LIVER_GSM2203424;GSE83452_LIVER_GSM2203425;GSE83452_LIVER_GSM2203426;GSE83452_LIVER_GSM2203427;GSE83452_LIVER_GSM2203428;GSE83452_LIVER_GSM2203429;GSE83452_LIVER_GSM2203430;GSE83452_LIVER_GSM2203431;GSE83452_LIVER_GSM2203432;GSE83452_LIVER_GSM2203433;GSE83452_LIVER_GSM2203434;GSE83452_LIVER_GSM2203435;GSE83452_LIVER_GSM2203436;GSE83452_LIVER_GSM2203437;GSE83452_LIVER_GSM2203438;GSE83452_LIVER_GSM2203439;GSE83452_LIVER_GSM2203440;GSE83452_LIVER_GSM2203441;GSE83452_LIVER_GSM2203442;GSE83452_LIVER_GSM2203443;GSE83452_LIVER_GSM2203444;GSE83452_LIVER_GSM2203445;GSE83452_LIVER_GSM2203446;GSE83452_LIVER_GSM2203447;GSE83452_LIVER_GSM2203448;GSE83452_LIVER_GSM2203449;GSE83452_LIVER_GSM2203450;GSE83452_LIVER_GSM2203451;GSE83452_LIVER_GSM2203452;GSE83452_LIVER_GSM2203453;GSE83452_LIVER_GSM2203454;GSE83452_LIVER_GSM2203455;GSE83452_LIVER_GSM2203456;GSE83452_LIVER_GSM2203457;GSE83452_LIVER_GSM2203458;GSE83452_LIVER_GSM2203459;GSE83452_LIVER_GSM2203460;GSE83452_LIVER_GSM2203461;GSE83452_LIVER_GSM2203462;GSE83452_LIVER_GSM2203463;GSE83452_LIVER_GSM2203464;GSE83452_LIVER_GSM2203465;GSE83452_LIVER_GSM2203466;GSE83452_LIVER_GSM2203467;GSE83452_LIVER_GSM2203468;GSE83452_LIVER_GSM2203469;GSE83452_LIVER_GSM2203470;GSE83452_LIVER_GSM2203471;GSE83452_LIVER_GSM2203472;GSE83452_LIVER_GSM2203473;GSE83452_LIVER_GSM2203474;GSE83452_LIVER_GSM2203475;GSE83452_LIVER_GSM2203476;GSE83452_LIVER_GSM2203477;GSE83452_LIVER_GSM2203478;GSE83452_LIVER_GSM2203479;GSE83452_LIVER_GSM2203480;GSE83452_LIVER_GSM2203481;GSE83452_LIVER_GSM2203482;GSE83452_LIVER_GSM2203483;GSE83452_LIVER_GSM2203484,"NASHDiet-NoNASHDiet_logFC,NASHDiet-NoNASHDiet_Pvalue,NASHDiet-NoNASHDiet_AdjPValue","Lefebvre P, Lalloyer F, Baugé E, Pawlak M et al. JCI Insight PMID: 28679947",2016,Affymetrix Human Gene 2.0 ST Array,Liver,NASH,Human,213,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE83452,BulkExpressionProfile,Array,TRUE,TRUE,TRUE,NA,,
GSE83452,GPL16686,"01XXXXXXXXXXXXXXXXX0XXX1XXXXXXXXXXX1XX01XXXXXXXXXX,X1XXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXX0XXX10X,XX01XX0XXXX0XX1XXX1XXXXXX111X1011X1X11X11X00110111,101X1X0XXXXX1001X01100X1XX1X0XX1XXX1XXXXX1XX11X111,1001X0X0X001XX01101111XXX110XX0",GSE83452_LIVER_GSM2203254;GSE83452_LIVER_GSM2203255;GSE83452_LIVER_GSM2203256;GSE83452_LIVER_GSM2203257;GSE83452_LIVER_GSM2203258;GSE83452_LIVER_GSM2203259;GSE83452_LIVER_GSM2203260;GSE83452_LIVER_GSM2203261;GSE83452_LIVER_GSM2203262;GSE83452_LIVER_GSM2203263;GSE83452_LIVER_GSM2203264;GSE83452_LIVER_GSM2203265;GSE83452_LIVER_GSM2203266;GSE83452_LIVER_GSM2203267;GSE83452_LIVER_GSM2203268;GSE83452_LIVER_GSM2203269;GSE83452_LIVER_GSM2203270;GSE83452_LIVER_GSM2203271;GSE83452_LIVER_GSM2203272;GSE83452_LIVER_GSM2203273;GSE83452_LIVER_GSM2203274;GSE83452_LIVER_GSM2203275;GSE83452_LIVER_GSM2203276;GSE83452_LIVER_GSM2203277;GSE83452_LIVER_GSM2203278;GSE83452_LIVER_GSM2203279;GSE83452_LIVER_GSM2203280;GSE83452_LIVER_GSM2203281;GSE83452_LIVER_GSM2203282;GSE83452_LIVER_GSM2203283;GSE83452_LIVER_GSM2203284;GSE83452_LIVER_GSM2203285;GSE83452_LIVER_GSM2203286;GSE83452_LIVER_GSM2203287;GSE83452_LIVER_GSM2203288;GSE83452_LIVER_GSM2203289;GSE83452_LIVER_GSM2203290;GSE83452_LIVER_GSM2203291;GSE83452_LIVER_GSM2203292;GSE83452_LIVER_GSM2203293;GSE83452_LIVER_GSM2203294;GSE83452_LIVER_GSM2203295;GSE83452_LIVER_GSM2203296;GSE83452_LIVER_GSM2203297;GSE83452_LIVER_GSM2203298;GSE83452_LIVER_GSM2203299;GSE83452_LIVER_GSM2203300;GSE83452_LIVER_GSM2203301;GSE83452_LIVER_GSM2203302;GSE83452_LIVER_GSM2203303;GSE83452_LIVER_GSM2203304;GSE83452_LIVER_GSM2203305;GSE83452_LIVER_GSM2203306;GSE83452_LIVER_GSM2203307;GSE83452_LIVER_GSM2203308;GSE83452_LIVER_GSM2203309;GSE83452_LIVER_GSM2203310;GSE83452_LIVER_GSM2203311;GSE83452_LIVER_GSM2203312;GSE83452_LIVER_GSM2203313;GSE83452_LIVER_GSM2203314;GSE83452_LIVER_GSM2203315;GSE83452_LIVER_GSM2203316;GSE83452_LIVER_GSM2203317;GSE83452_LIVER_GSM2203318;GSE83452_LIVER_GSM2203319;GSE83452_LIVER_GSM2203320;GSE83452_LIVER_GSM2203321;GSE83452_LIVER_GSM2203322;GSE83452_LIVER_GSM2203323;GSE83452_LIVER_GSM2203324;GSE83452_LIVER_GSM2203325;GSE83452_LIVER_GSM2203326;GSE83452_LIVER_GSM2203327;GSE83452_LIVER_GSM2203328;GSE83452_LIVER_GSM2203329;GSE83452_LIVER_GSM2203330;GSE83452_LIVER_GSM2203331;GSE83452_LIVER_GSM2203332;GSE83452_LIVER_GSM2203333;GSE83452_LIVER_GSM2203334;GSE83452_LIVER_GSM2203335;GSE83452_LIVER_GSM2203336;GSE83452_LIVER_GSM2203337;GSE83452_LIVER_GSM2203338;GSE83452_LIVER_GSM2203339;GSE83452_LIVER_GSM2203340;GSE83452_LIVER_GSM2203341;GSE83452_LIVER_GSM2203342;GSE83452_LIVER_GSM2203343;GSE83452_LIVER_GSM2203344;GSE83452_LIVER_GSM2203345;GSE83452_LIVER_GSM2203346;GSE83452_LIVER_GSM2203347;GSE83452_LIVER_GSM2203348;GSE83452_LIVER_GSM2203349;GSE83452_LIVER_GSM2203350;GSE83452_LIVER_GSM2203351;GSE83452_LIVER_GSM2203352;GSE83452_LIVER_GSM2203353;GSE83452_LIVER_GSM2203354;GSE83452_LIVER_GSM2203355;GSE83452_LIVER_GSM2203356;GSE83452_LIVER_GSM2203357;GSE83452_LIVER_GSM2203358;GSE83452_LIVER_GSM2203359;GSE83452_LIVER_GSM2203360;GSE83452_LIVER_GSM2203361;GSE83452_LIVER_GSM2203362;GSE83452_LIVER_GSM2203363;GSE83452_LIVER_GSM2203364;GSE83452_LIVER_GSM2203365;GSE83452_LIVER_GSM2203366;GSE83452_LIVER_GSM2203367;GSE83452_LIVER_GSM2203368;GSE83452_LIVER_GSM2203369;GSE83452_LIVER_GSM2203370;GSE83452_LIVER_GSM2203371;GSE83452_LIVER_GSM2203372;GSE83452_LIVER_GSM2203373;GSE83452_LIVER_GSM2203374;GSE83452_LIVER_GSM2203375;GSE83452_LIVER_GSM2203376;GSE83452_LIVER_GSM2203377;GSE83452_LIVER_GSM2203378;GSE83452_LIVER_GSM2203379;GSE83452_LIVER_GSM2203380;GSE83452_LIVER_GSM2203381;GSE83452_LIVER_GSM2203382;GSE83452_LIVER_GSM2203383;GSE83452_LIVER_GSM2203384;GSE83452_LIVER_GSM2203385;GSE83452_LIVER_GSM2203386;GSE83452_LIVER_GSM2203387;GSE83452_LIVER_GSM2203388;GSE83452_LIVER_GSM2203389;GSE83452_LIVER_GSM2203390;GSE83452_LIVER_GSM2203391;GSE83452_LIVER_GSM2203392;GSE83452_LIVER_GSM2203393;GSE83452_LIVER_GSM2203394;GSE83452_LIVER_GSM2203395;GSE83452_LIVER_GSM2203396;GSE83452_LIVER_GSM2203397;GSE83452_LIVER_GSM2203398;GSE83452_LIVER_GSM2203399;GSE83452_LIVER_GSM2203400;GSE83452_LIVER_GSM2203401;GSE83452_LIVER_GSM2203402;GSE83452_LIVER_GSM2203403;GSE83452_LIVER_GSM2203404;GSE83452_LIVER_GSM2203405;GSE83452_LIVER_GSM2203406;GSE83452_LIVER_GSM2203407;GSE83452_LIVER_GSM2203408;GSE83452_LIVER_GSM2203409;GSE83452_LIVER_GSM2203410;GSE83452_LIVER_GSM2203411;GSE83452_LIVER_GSM2203412;GSE83452_LIVER_GSM2203413;GSE83452_LIVER_GSM2203414;GSE83452_LIVER_GSM2203415;GSE83452_LIVER_GSM2203416;GSE83452_LIVER_GSM2203417;GSE83452_LIVER_GSM2203418;GSE83452_LIVER_GSM2203419;GSE83452_LIVER_GSM2203420;GSE83452_LIVER_GSM2203421;GSE83452_LIVER_GSM2203422;GSE83452_LIVER_GSM2203423;GSE83452_LIVER_GSM2203424;GSE83452_LIVER_GSM2203425;GSE83452_LIVER_GSM2203426;GSE83452_LIVER_GSM2203427;GSE83452_LIVER_GSM2203428;GSE83452_LIVER_GSM2203429;GSE83452_LIVER_GSM2203430;GSE83452_LIVER_GSM2203431;GSE83452_LIVER_GSM2203432;GSE83452_LIVER_GSM2203433;GSE83452_LIVER_GSM2203434;GSE83452_LIVER_GSM2203435;GSE83452_LIVER_GSM2203436;GSE83452_LIVER_GSM2203437;GSE83452_LIVER_GSM2203438;GSE83452_LIVER_GSM2203439;GSE83452_LIVER_GSM2203440;GSE83452_LIVER_GSM2203441;GSE83452_LIVER_GSM2203442;GSE83452_LIVER_GSM2203443;GSE83452_LIVER_GSM2203444;GSE83452_LIVER_GSM2203445;GSE83452_LIVER_GSM2203446;GSE83452_LIVER_GSM2203447;GSE83452_LIVER_GSM2203448;GSE83452_LIVER_GSM2203449;GSE83452_LIVER_GSM2203450;GSE83452_LIVER_GSM2203451;GSE83452_LIVER_GSM2203452;GSE83452_LIVER_GSM2203453;GSE83452_LIVER_GSM2203454;GSE83452_LIVER_GSM2203455;GSE83452_LIVER_GSM2203456;GSE83452_LIVER_GSM2203457;GSE83452_LIVER_GSM2203458;GSE83452_LIVER_GSM2203459;GSE83452_LIVER_GSM2203460;GSE83452_LIVER_GSM2203461;GSE83452_LIVER_GSM2203462;GSE83452_LIVER_GSM2203463;GSE83452_LIVER_GSM2203464;GSE83452_LIVER_GSM2203465;GSE83452_LIVER_GSM2203466;GSE83452_LIVER_GSM2203467;GSE83452_LIVER_GSM2203468;GSE83452_LIVER_GSM2203469;GSE83452_LIVER_GSM2203470;GSE83452_LIVER_GSM2203471;GSE83452_LIVER_GSM2203472;GSE83452_LIVER_GSM2203473;GSE83452_LIVER_GSM2203474;GSE83452_LIVER_GSM2203475;GSE83452_LIVER_GSM2203476;GSE83452_LIVER_GSM2203477;GSE83452_LIVER_GSM2203478;GSE83452_LIVER_GSM2203479;GSE83452_LIVER_GSM2203480;GSE83452_LIVER_GSM2203481;GSE83452_LIVER_GSM2203482;GSE83452_LIVER_GSM2203483;GSE83452_LIVER_GSM2203484,"NASHBariatricSurgery-NoNASHBariatricSurgery_logFC,NASHBariatricSurgery-NoNASHBariatricSurgery_Pvalue,NASHBariatricSurgery-NoNASHBariatricSurgery_AdjPValue","Lefebvre P, Lalloyer F, Baugé E, Pawlak M et al. JCI Insight PMID: 28679947",2016,Affymetrix Human Gene 2.0 ST Array,Liver,NASH,Human,213,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE83452,BulkExpressionProfile,Array,FALSE,FALSE,TRUE,NA,,
GSE89632,GPL14951,1X111111XX1XX11XXX1X1XXX1111X1XXXXX1X00000000000000001000100000,GSE89632_LIVER_GSM2385720;GSE89632_LIVER_GSM2385721;GSE89632_LIVER_GSM2385722;GSE89632_LIVER_GSM2385723;GSE89632_LIVER_GSM2385724;GSE89632_LIVER_GSM2385725;GSE89632_LIVER_GSM2385726;GSE89632_LIVER_GSM2385727;GSE89632_LIVER_GSM2385728;GSE89632_LIVER_GSM2385729;GSE89632_LIVER_GSM2385730;GSE89632_LIVER_GSM2385731;GSE89632_LIVER_GSM2385732;GSE89632_LIVER_GSM2385733;GSE89632_LIVER_GSM2385734;GSE89632_LIVER_GSM2385735;GSE89632_LIVER_GSM2385736;GSE89632_LIVER_GSM2385737;GSE89632_LIVER_GSM2385738;GSE89632_LIVER_GSM2385739;GSE89632_LIVER_GSM2385740;GSE89632_LIVER_GSM2385741;GSE89632_LIVER_GSM2385742;GSE89632_LIVER_GSM2385743;GSE89632_LIVER_GSM2385744;GSE89632_LIVER_GSM2385745;GSE89632_LIVER_GSM2385746;GSE89632_LIVER_GSM2385747;GSE89632_LIVER_GSM2385748;GSE89632_LIVER_GSM2385749;GSE89632_LIVER_GSM2385750;GSE89632_LIVER_GSM2385751;GSE89632_LIVER_GSM2385752;GSE89632_LIVER_GSM2385753;GSE89632_LIVER_GSM2385754;GSE89632_LIVER_GSM2385755;GSE89632_LIVER_GSM2385756;GSE89632_LIVER_GSM2385757;GSE89632_LIVER_GSM2385758;GSE89632_LIVER_GSM2385759;GSE89632_LIVER_GSM2385760;GSE89632_LIVER_GSM2385761;GSE89632_LIVER_GSM2385762;GSE89632_LIVER_GSM2385763;GSE89632_LIVER_GSM2385764;GSE89632_LIVER_GSM2385765;GSE89632_LIVER_GSM2385766;GSE89632_LIVER_GSM2385767;GSE89632_LIVER_GSM2385768;GSE89632_LIVER_GSM2385769;GSE89632_LIVER_GSM2385770;GSE89632_LIVER_GSM2385771;GSE89632_LIVER_GSM2385772;GSE89632_LIVER_GSM2385773;GSE89632_LIVER_GSM2385774;GSE89632_LIVER_GSM2385775;GSE89632_LIVER_GSM2385776;GSE89632_LIVER_GSM2385777;GSE89632_LIVER_GSM2385778;GSE89632_LIVER_GSM2385779;GSE89632_LIVER_GSM2385780;GSE89632_LIVER_GSM2385781;GSE89632_LIVER_GSM2385782,"SimpleSteatosis-HealthyControl_logFC,SimpleSteatosis-HealthyControl_Pvalue,SimpleSteatosis-HealthyControl_AdjPValue","Arendt BM, Comelli EM, Ma DW, Lou W et al. Hepatology PMID: 25581263",2016,Illumina HumanHT-12 WG-DASL V4.0 R2 expression beadchip,Liver,NASH,Human,63,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89632,BulkExpressionProfile,Array,TRUE,TRUE,TRUE,NA,,
